first_name,last_name,company_title,company_name,funding_tier,linkedin_url,person_info,homepage_url,company_info,company_goals,total_funding,latest_round,key_investors
Jean,Marc Faucillon,,CANAL+,Public,https://www.linkedin.com/in/jmfaucillon,"Jean-marc Faucillon is the Responsable de la Plateforme VOD within CANAL+ TECH, a role he has held as a manager. Previously, he served as the Directeur de Domaine for the Plateforme VOD & pole de validation transverse at Canal+ from March 2012 to May 2015.",https://www.canalplusgroup.com/,"CANAL+ is a major global media and entertainment group that operates pay-TV channels, distributes third-party channels and services, and is a key financier of domestic film production. It also houses STUDIOCANAL, a leading film and television studio, and the video platform Dailymotion.","CANAL+ is building a unified, stable, and scalable technological ecosystem, primarily through its CANAL+ App, to aggregate premium content from global platforms like Netflix, Paramount+, Apple TV, and HBO Max. It serves millions of subscribers globally, focusing on delivering high-quality cinema, sports, series, and local cultures across more than 70 countries.",Public company,,
Krisztian,Fekete,,Blackrock,Public,https://www.linkedin.com/in/krisztian-fekete-85493029b,Krisztian Fekete is a Leasing and Asset Manager at Tesco Magyarország with management-level experience. His background includes expertise in asset management and retail sector operations.,https://www.blackrock.com,"BlackRock, Inc. is the world's largest asset manager, founded in 1988 and headquartered in New York City. It provides investment, advisory, and risk management solutions globally, serving a wide range of clients including institutions, governments, and individuals.","BlackRock aims to help millions of people experience financial well-being by offering diverse investment management strategies, financial technology, and advisory services. It focuses on innovation such as tokenized funds and digital asset management to serve institutional and retail investors worldwide.",Public company,,
Franck,Siegel,,Dimension Data,Tier 2,,Franck Siegel was Director of Strategic Services at Dimension Data before joining Sigfox as Chief Delivery Officer. He has extensive experience in managing multi-million-euro service businesses and leading global strategy execution plans.,http://www.dimensiondata.com,"Dimension Data is a specialist IT services and solution provider founded in 1983, headquartered in Johannesburg. It operates in 51 countries across multiple regions, helping clients plan, build, support, and manage their IT infrastructures with expertise in networking, security, storage, and managed services.","Dimension Data aims to deliver digital transformation through technology and innovation, focusing on expanding network capacity, enhancing resilience, and supporting growing digital ecosystems such as fintech and enterprise connectivity. It serves enterprises and organizations seeking advanced IT infrastructure solutions.","$13,350,000",N/A,
Ygal,El Harrar,,BNP Paribas,Public,https://www.linkedin.com/in/ygal-el-harrar-481896,"Ygal El Harrar is the Global Head of Equity Capital Markets for the Technology industry at BNP Paribas. He has a background in venture capital coverage and focuses on expanding BNP Paribas's equity capital markets presence in the technology sector, supporting tech IPOs and innovation ecosystems.",https://group.bnpparibas,"BNP Paribas is a French multinational universal bank and financial services holding company headquartered in Paris. It operates in 64 countries with over 180,000 employees, offering retail banking, corporate and institutional banking, investment, asset management, and insurance services worldwide. It is the largest bank in the Eurozone by total assets and a global leader in corporate and institutional banking.","BNP Paribas aims to support individuals, entrepreneurs, SMEs, large corporates, and institutional clients by providing financing, investment, savings, and protection services. The bank is building a diversified and integrated model across retail banking, corporate and investment banking, and asset management, with a strong focus on sustainable finance, innovation, and supporting the energy transition. It serves a broad client base including private individuals, businesses, and institutions globally.",Public company,,
Nelly,Lund,,Philips,Tier 2,https://www.linkedin.com/in/nelly-lund/,"Nelly Lund is the Head of AI Experience & Adoption at Philips, based in Amsterdam. She has a career focused on removing friction between people and their work, with experience in leadership and nurturing talent within Philips.",https://www.philips.com,"Philips is a Dutch multinational health technology company focused on improving people's health and well-being through meaningful innovation. It develops and manufactures medical systems and consumer electronics products, including diagnostic imaging, image-guided therapy, patient monitoring, and health informatics.","Philips aims to improve 2.5 billion lives per year by 2030, including 400 million in underserved communities. The company is building AI-enabled healthcare technologies to empower caregivers and enable better health outcomes across the health continuum, serving healthcare providers, patients, and consumers globally.","$802,700,000","$28.0 million grant secured on February 28, 2026",
Pavel,Jindra,,CETIN,Tier 3,,No LinkedIn profile information found for Pavel Jindra related to CETIN.,https://www.cetin.cz,"CETIN a.s. is a Czech telecommunications company that operates the largest telecommunications network in Czechia, covering 99.6% of the population with fixed and mobile technologies.","CETIN aims to provide sustainable connectivity through investments in fiber-optic connections and 5G mobile networks, serving households, businesses, and communities across the Czech Republic and Central and Eastern Europe.",Unknown,,
Ian,Guy Gillard,,Bangkok Bank,Public,,"Ian Guy Gillard serves as the Senior Executive Vice President of Bangkok Bank. He has been a key figure in driving the bank's digital transformation, core modernization, and technology initiatives, helping the institution navigate industry disruptions and adopt advanced technologies like GenAI.",https://www.bangkokbank.com,"Bangkok Bank is one of the largest commercial banks in Thailand and a leading financial institution in Southeast Asia. It provides a comprehensive range of financial services, including corporate finance, SME lending, investment banking, trade finance, and personal banking products such as savings accounts, credit cards, and digital banking.","The bank is building a robust digital architecture and enhancing its mobile banking platform to support seamless digital financial services and open banking. It aims to be the 'ASEAN banking partner of choice' and a trusted partner supporting businesses in their sustainable transition, serving a diverse customer base of mass retail, affluent individuals, SMEs, and large corporate entities.",Public company,,
Zeyad,Elhawary,,MGX,Investor,https://www.linkedin.com/in/zeyad-elhawary-cfa-77z7,"Zeyad Elhawary is Vice President at MGX, currently serving as VP of Advanced Technology since April 2025. He has held leadership roles at MGX in Artificial Intelligence and Technology since August 2024 and has a background as a Senior Investment Associate at Shuaa Capital.",,,,Unknown,,
Stéphane,MONCEAUX,,Demathieu Bard Group,Tier 3,https://www.linkedin.com/in/stéphane-monceaux-a915892aa,"Stéphane Monceaux is the Président du Directoire (Chairman of the Executive Board) of Groupe Demathieu Bard since June 2024. He graduated from École Polytechnique and École des Mines de Paris and has over 24 years of experience in the construction sector, including leadership roles at Spie Batignolles and cofounding an international housing development company.",https://www.demathieu-bard.fr,"Demathieu Bard Group is a French independent family-owned construction and civil engineering company founded in 1861. It operates in building, civil engineering, and real estate development, with a strong presence in France and international markets including Europe and North America.","The group focuses on sustainable construction, infrastructure, and real estate development, aiming to transform territories and support ecological transition. It serves public and private clients, working on major projects like the Grand Paris Express and inclusive sports facilities, emphasizing innovation, territorial anchoring, and environmental responsibility.",Unknown,,
Pascal,THIERY,,CMA CGM,Tier 0,,No specific information about Pascal THIERY's LinkedIn profile or detailed career background at CMA CGM is available in the provided data.,https://www.cma-cgm.com/,"CMA CGM is a global leader in shipping and logistics, providing maritime transportation services with a fleet of over 650 vessels serving more than 420 ports worldwide. The company operates in 177 countries with 160,000 employees and offers end-to-end transport solutions including shipping, port operations, supply chain management, and warehousing.","CMA CGM is focused on innovation, decarbonization, and digital transformation to build sustainable and efficient global supply chains. The company aims to be Net Zero Carbon by 2050, developing low-carbon energy solutions and leveraging AI and digital technologies to enhance customer experience and operational efficiency. It serves a diverse global customer base across maritime, land, air, and logistics sectors.",$9.5 billion,"Conventional Debt round of $621 million on October 12, 2020","Societe Generale, BNP Paribas, HSBC, European Union, and others"
David,R. Boast,,Bank of America,Public,https://www.linkedin.com/in/davidboast/,"David R. Boast is engaged in Technology Partnership Development at Bank of America, focusing on innovation and emerging technology introduction. He has a strong background in technology strategy and product management, with previous experience at Deloitte and the U.S. Marine Corps, and holds a degree from the University of North Carolina at Chapel Hill - Kenan-Flagler Business School.",https://www.bankofamerica.com/,"Bank of America is a leading American multinational bank and financial services holding company headquartered in Charlotte, North Carolina. It offers a full range of banking, investing, asset management, and other financial products and services to individuals, small and middle-market businesses, large corporations, and governments worldwide.","Bank of America is building and working toward improving financial lives by providing comprehensive banking, investment, and risk management products and services. It serves nearly 70 million clients, including individuals, small businesses, corporations, and governments, with a focus on innovation, community support, and economic opportunity.",Public company,,Berkshire Hathaway
Claire,CHARBIT,,Carrefour,Tier 2,https://www.linkedin.com/in/claire-charbit-paris,"Claire Charbit is associated with Carrefour and has a background involving transformation and organization projects, with experience in managing teams and deploying projects related to retail and mobility solutions. She is engaged in initiatives that enhance partnerships and innovation within Carrefour's network.",https://www.carrefour.com,"Carrefour is a leading global retail group headquartered in France, operating hypermarkets, supermarkets, convenience stores, and cash & carry outlets across Europe, Latin America, and Asia. It offers a broad range of products including food, non-food items, and retail services through an omni-channel shopping experience.","Carrefour is focused on transforming retail by integrating digital innovation, sustainability, and customer-centric services. It aims to provide seamless shopping experiences both in-store and online, promote sustainable products, reduce packaging waste, and support local economic development. Carrefour serves a diverse customer base including individual consumers and businesses across multiple countries.",$49.9M total funding raised,"Series C round of $49.9M on January 1, 2024",Simon Pinto
Christian,Lacher,,ACREDIA Versicherung AG,Tier 3,,"No information available about Christian Lacher at ACREDIA Versicherung AG in the provided data. The only Christian Lacher found is a Retail Assistant Store Manager at the LEGO Group, unrelated to ACREDIA.",http://www.acredia.at,"Acredia Versicherung AG is Austria's leading credit insurer, insuring receivables from deliveries and services both domestically and internationally. It combines the credit insurance brands OeKB Versicherung and PRISMA Die Kreditversicherung, operating independently. The company has about 198 employees across branches in Vienna, Linz, Graz, and Innsbruck.","Acredia Versicherung AG aims to provide intelligent, individual, and proactive credit insurance solutions to support companies' receivables management and protect against payment defaults. It serves businesses that supply customers on open account terms, helping them manage credit risks and maintain liquidity.",Unknown,,
Andy,Price,,BofA Securities,Public,https://www.linkedin.com/in/andy-price-a7a8b5357/,"Andy Price is a Quality Specialist at Bank of America, located in the 89149 area. His professional background includes experience at Bank of America, though detailed career history is not provided in the available data.",https://business.bofa.com/en-us/content/about-us.html,"BofA Securities is the global banking and global markets business division of Bank of America Corporation. It operates as a multinational investment banking division offering buying and selling of securities including stocks, bonds, mutual funds, and other investment products, as well as providing strategic advice, working capital, transaction, and fraud and cybersecurity solutions. It serves customers worldwide.","BofA Securities is building and working toward providing comprehensive financial services including treasury, lending, leasing, advisory, and debt and equity underwriting services to middle market companies and institutional clients. It serves a wide range of clients including individual investors, hedge funds, mutual funds, pension funds, sovereign wealth management funds, and middle market companies with revenues from $50 million to $2 billion. The company focuses on delivering expert guidance, innovative financial solutions, and facilitating capital introduction conferences such as the Asia Alternatives Forum to connect investors and asset managers.",Public company,,
Mathis,Bode,,Forschungszentrum Jülich,Non-profit,,,https://www.fz-juelich.de,"Forschungszentrum Jülich is a German research center focused on fundamental and applied research in areas such as energy, health, and information technology. It operates as a part of the Forschungszentrum Jülich GmbH, a non-profit research institution.","The center is working toward developing innovative solutions in energy, health, and information technology, serving both the German government and the broader scientific community. It aims to address major societal challenges through interdisciplinary research.",Unknown,,
Seraphin,Bravard,,CBRE,Public,https://www.linkedin.com/in/s%C3%A9raphin-bravard-97783064,"Séraphin Bravard is the Head of Data Center Solutions France at CBRE. He leads a team of data center professionals serving global clients in France, providing full lifecycle data center services including consulting, advisory, project management, operations, and valuation. He has deep knowledge of the French market and helps clients identify real estate opportunities and navigate local authorities for data center needs.",https://www.cbre.com/,"CBRE Group, Inc. is a global commercial real estate services and investment firm offering advisory, transactional, and management services related to property leasing, sales, valuation, project management, and workplace solutions. It serves corporate occupiers, real estate investors, property owners, developers, governments, and institutions worldwide.","CBRE aims to provide end-to-end real estate solutions leveraging its scale, data-driven advisory, and integrated service model. It focuses on expanding recurring revenue through facilities management and investment management, investing in technology, data analytics, and sustainability to support clients' environmental and social goals. CBRE serves a broad client base including corporate occupiers and investors globally.",Public company,,
Loubna,Essougdali,,CNP Assurances,Public,,"No specific LinkedIn profile or career background information for Loubna Essougdali at CNP Assurances is available in the provided data. The only Loubna Essougdali profile found is for a Responsable Acquisition Digitale at La Mutuelle Générale, not CNP Assurances.",https://www.cnp.fr/en,"CNP Assurances is a multinational French insurance company based in Paris, specializing in life insurance, asset management, and pensions. It is a leading insurer in France and Brazil, serving over 36 million people in personal insurance and protection and 13 million in retirement savings. The company operates primarily in Europe and South America and is a subsidiary of La Banque Postale.","CNP Assurances aims to develop new protection solutions for clients, explore new markets, and innovate in insurance to support life journeys and expand insurability limits. It serves individuals through partnerships with banks and brokers, focusing on personal insurance, creditor insurance, and life insurance, with a strong commitment to sustainability and social responsibility.","Public company, listed until 2022 and now fully owned by La Banque Postale; no traditional funding rounds as it is a large established insurer.",,"La Banque Postale (majority owner), BPCE (former shareholder until 2021), free float (until 2022)"
Yann,Vincent,,Automotive Cells Company,Tier 0,,"Yann Vincent was the first CEO of Automotive Cells Company, a major battery manufacturer for electric vehicles, often referred to as the 'Airbus of the battery.' He retired and was succeeded by Allan Swan in 2026.",https://www.acc-emotion.com/,"Automotive Cells Company (ACC) is a European joint venture founded in 2020 by Stellantis, Mercedes-Benz, and TotalEnergies (through its subsidiary Saft). It designs and manufactures lithium-ion battery cells and modules for electric vehicles, focusing on sustainable, affordable, high-capacity, and long-life batteries to support clean and efficient mobility.","ACC aims to become the European leader in electric vehicle batteries by developing and industrializing next-generation battery technologies. It serves the automotive industry, particularly electric vehicles, and works toward producing batteries with the lowest carbon footprint, affordability, and high performance. The company is building multiple gigafactories in France, Germany, and Italy to scale production and reduce reliance on Asian manufacturers.","Approximately $4.74 billion raised, including a €4.4 billion debt financing round in February 2024.",Debt financing round of €4.4 billion (approximately $4.74 billion) closed in February 2024 to fund gigafactory construction and R&D.,"Stellantis, Mercedes-Benz, TotalEnergies (via Saft), BNP Paribas, Deutsche Bank, ING Group, Intesa Sanpaolo, Bpifrance"
Fulcran,Perier,,Imerys,Public,https://www.linkedin.com/in/fulcran-perier-b91838,"Fulcran Perier is the Chief Information Officer (CIO) at Imerys since April 2020. He is a dynamic and business-focused IT and Digital Leader with 25 years of international experience, responsible for aligning IT and business processes with Imerys' strategic goals, including deploying SAP S4/Hana globally and implementing data governance and analytics platforms.",https://www.imerys.com/,"Imerys S.A. is a French multinational company specializing in the production and processing of industrial minerals. Founded in 1880 and headquartered in Paris, it serves a wide range of industries worldwide with mineral-based specialty solutions that enhance product performance and sustainability.","Imerys is building and working toward delivering high value-added mineral-based specialty solutions for industries such as energy transition, sustainable construction, automotive, electronics, agriculture, and consumer goods. The company focuses on innovation, sustainability, and supporting customers in decarbonization efforts, serving a broad B2B customer base globally.",Public company,,"Belgian Securities BV, Groupe Bruxelles Lambert, Blue Crest Holding SA"
Laurent,Cohen,,Compagnie des Alpes,Public,https://fr.linkedin.com/in/laurentcohen,"Laurent Cohen is the Chief Data Officer at Compagnie des Alpes since May 2019. He has a diverse career background including founding HUBDATA, a CRM and Business Intelligence consultancy specializing in Tourism and Luxury sectors, and prior experience at Hewlett Packard. He studied IT for Enterprises at Conservatoire National des Arts et Metiers and holds a PMP certification from The George Washington University.",https://www.compagniedesalpes.com,"Compagnie des Alpes is a French company founded in 1989 that operates ski resorts and leisure parks across Europe. It manages 11 major ski resorts in the Alps and 13 renowned leisure parks including Parc Astérix, Futuroscope, and Walibi parks. The company is a leader in the leisure, travel, and tourism industry and is part of Caisse des dépôts et consignations.","Compagnie des Alpes aims to provide exceptional leisure experiences that foster connection and well-being. It is focused on expanding and modernizing its ski resorts and leisure parks, investing in sustainability with goals like carbon emission reductions, and developing new services such as electric snow groomers. The company serves millions of visitors across Europe, including families and outdoor enthusiasts.",Public company,,
Rob,Cooper,,CBRE,Public,https://www.linkedin.com/in/robjmcooper/,"Rob Cooper is the Head of Data Centre Advisory EMEA at CBRE, based in London. He leads a specialized team focused on digital infrastructure advisory, particularly in data centers, and has extensive experience in advising multinational clients on complex real estate transactions across EMEA.",https://www.cbre.com/,"CBRE Group, Inc. is a global commercial real estate services and investment firm headquartered in Dallas, Texas. It operates across commercial real estate, property management, facilities management, and real assets investment industries, serving corporate occupiers, investors, property owners, developers, governments, and institutions worldwide.","CBRE aims to provide end-to-end real estate solutions leveraging scale, data-driven advisory, and integrated services. The company focuses on expanding long-term contractual services, outsourcing, investment management, and technology-enabled real estate services, including sustainability and digital infrastructure, to support clients' business and environmental goals.",Public company,,
Ivan,Govoruhin,,NLMK Europe,Tier 3,https://be.linkedin.com/company/nlmk-europe,"Ivan Govoruhin is the IT & Digital Director of NLMK Europe, appointed in 2017 after joining NLMK as an IT business partner for Sales and Supply Chain. He has successfully developed and implemented the IT strategy for 2022 and initiated a significant Digital transformation program for business processes in NLMK Europe.",https://eu.nlmk.com,"NLMK Europe is a member of the NLMK Group and delivers high-quality steel grades for various industries, including construction, machine building, power generation equipment, and offshore wind turbines.","NLMK Europe produces steel plates, bars, ingots, and strip products for sectors such as wind energy, shipbuilding, heavy machinery, and automotive. It serves customers across Europe, Asia, and the Americas, with a focus on niche and high-performance steel products.",Unknown,,
Petr,Mozis,,Ceské Radiokomunikace,Public,https://www.cra.cz/o-nas/o-spolecnosti/management-spolecnosti-cra/petr-mozis,"Petr Možiš is the Chief Commercial Officer at České Radiokomunikace since August 2022. He has over 20 years of experience in ICT, having held senior management positions at GTS Czech, GTS Central Europe, CETIN, and was Director of Business Development at Stream-iT. Before joining CRA, he was Commercial Director at Thein.Digital.",https://www.cra.cz/,"České Radiokomunikace is a Czech telecommunications company specializing in telecommunications and ICT services for wholesale and business customers, including wireless/optical options, voice services, internet connection, and data solutions. It operates a unique portfolio of assets including communication towers, fiber optic networks, data centers, and IoT networks.","The company is building and expanding its infrastructure and services in telecommunications, broadcasting, cloud computing, and IoT. It serves corporate, business, government, and wholesale customers, aiming to provide comprehensive multimedia delivery options including traditional broadcasting and modern streaming, OTT, and IPTV services. CRA is also investing in data centers and cloud services to grow in the Czech data services market.",Public company owned by Cordiant Digital Infrastructure (acquired in 2021),"Acquired Cloud4com and data center in Lužice in 2024 for over CZK 1 billion, part of growth strategy",Cordiant Digital Infrastructure
Thierry,Bourbotte,,CANAL+ Group,Established,https://www.linkedin.com/in/thierrybourbotte/,"Thierry Bourbotte is a technology leader at CANAL+ Group, specializing in storage and database technologies. He oversees the technical vision for critical platforms and leads teams focused on innovative and essential infrastructure solutions.",https://www.canalplusgroup.com/en,"CANAL+ Group is a leading French audiovisual media company that operates across the entire audiovisual value chain, including production, broadcast, distribution, and telecommunications. It is present in over 50 countries and serves more than 26.4 million subscribers.","The company is building and integrating premium-content and themed networks, subscription-TV services, and video streaming platforms. It is working toward becoming a global media and entertainment powerhouse by integrating MultiChoice to enhance scale, reach, and creativity, serving over 40 million subscribers across nearly 70 countries.",$67B,,
Olfa,Zorgati,,Ubisoft,Public,https://www.linkedin.com/in/olfa-zorgati-821233b5,"Olfa Zorgati is a senior management professional with two decades of leadership experience in large public and private companies, particularly in technology-driven sectors such as B2B SaaS, media, and e-commerce. She has held senior executive roles including Group CEO of ESI Group, where she led a company-wide turnaround and strategic focus, and has experience in M&A and transformation initiatives across Europe and the US. She recently joined Cobepa as an Operating Advisor.",https://www.ubisoft.com,"Ubisoft is a French video game publisher and developer headquartered in Carentoir, France, with around 17,000 employees worldwide. It produces, publishes, distributes, and operates video games for consoles, PCs, smartphones, and tablets, with popular franchises including Assassin’s Creed, Far Cry, Just Dance, and Tom Clancy series. Ubisoft operates globally with studios and offices across multiple continents.","Ubisoft is focused on creating and distributing interactive entertainment and services, developing top-quality video games across multiple platforms. The company is restructuring into creative houses to enhance innovation and financial ownership, aiming to serve a diverse global gamer audience with engaging and immersive gaming experiences. Ubisoft also supports startup ecosystems and indie studios to foster growth in the gaming industry.",Public company,"Latest funding round was $298M Post IPO Secondary round on Sep 06, 2022","Vivendi, Tencent, Animoca Brands, Europa, and others"
Jessica,Morris,,CPP Investments,Public,https://www.linkedin.com/in/jessica-morris-879184152,"Jessica Morris is a Principal within the Direct Private Equity team at CPP Investments, responsible for European technology investments. She has been with CPP Investments since 2011 and holds an Honours of Business Administration (HBA) from The Ivey Business School.",https://www.cppinvestments.com/,"CPP Investments is a global investment management organization headquartered in Toronto, Canada, managing the Canada Pension Plan Fund. It operates independently from the government and invests in a diversified global portfolio including public equities, private equity, real estate, infrastructure, and credit to create retirement security for Canadians.","CPP Investments aims to optimize the long-term value of its assets to ensure the growth and security of the Canada Pension Plan. It focuses on sustainable investing and innovation, serving over 22 million contributors and beneficiaries by prudently growing the fund to provide retirement income for generations of Canadians.","Public company (Canada Pension Plan Fund) with assets valued at approximately C$777.5 billion as of September 30, 2025.",,
Patrick,Steinemann,,BofA Securities,Public,https://www.linkedin.com/in/patrick-steinemann,"Patrick Steinemann is Managing Director and Global Head of Advanced Technologies at Bank of America since March 2026. He has held various leadership roles at Bank of America including Global Head of Mobility Group and Head of Asia Industrials Investment Banking, with prior experience at Goldman Sachs and as founder of A1 Capital Partners Ltd.",https://business.bofa.com/en-us/home.html,"BofA Securities is the global banking and markets division of Bank of America, providing investment banking, brokerage, and financial advisory services worldwide. It offers buying and selling of securities including stocks, bonds, mutual funds, and other investment products, along with strategic advice and capital solutions.","BofA Securities aims to provide comprehensive financial services including advisory, underwriting, and capital markets solutions to corporations, institutions, and investors globally. It focuses on innovation, market insights, and supporting clients in diverse industries to achieve their financial goals and navigate market complexities.",Public company,,
Nicolas,Floquet,,diptyque,Established,,No LinkedIn profile information found for Nicolas Floquet at Diptyque.,https://www.diptyqueparis.com,"Diptyque is a French luxury fragrance brand headquartered in Paris, France, founded in 1961 by Desmond Knox-Leet, Yves Coueslant, and Christiane Gautrot. The company produces perfumes, scented candles, skincare, and body care products.","Diptyque is expanding its presence globally with 124 boutiques worldwide as of 2025, serving consumers with personal fragrances, home fragrance, and luxury skincare products. The brand works toward enhancing its reputation as a pioneer in niche perfumery and promoting sustainability.",$68.1B,,Manzanita Capital
Saloua,Maslaga,,Emova Group,Public,https://www.linkedin.com/in/saloua-maslaga-151613,"Saloua Maslaga is the President of the Board of Directors of Emova Group, a role she assumed after previously serving as Head of Commercial and Operations. She is a 44-year-old business leader with a background in retail distribution and has been a member of the COMEX since 2020.",https://emova-group.com,"Emova Group is a French leader in the distribution of interior plants, operating as a public company listed on Euronext Growth Paris (ALEMV). The group owns and operates several major floral brands, including Monceau Fleurs, Rapid'Flore, Happy, and Au Nom de la Rose.","Emova Group aims to create a sustainable ecosystem for floral artisans and consumers, expressing emotions through nature. The company is focused on expanding its franchise network, enhancing digital and customer experience, and accelerating its transformation while serving both consumers and franchising partners.",Public company,,
Simon,Giraudy,,Bouygues Telecom,Tier 1,,No specific information about Simon Giraudy at Bouygues Telecom is available in the provided data.,https://www.bouyguestelecom.fr,"Bouygues Telecom is a French telecommunications company, part of the Bouygues group, providing mobile phone, Internet service, and IPTV services. It is the third oldest mobile network operator in France, offering 2G, 3G, 4G, and 5G services, and serves over 30 million customers with a focus on high-quality broadband and cloud network services.","Bouygues Telecom aims to bring people closer together by providing high-quality fixed and mobile networks, innovating in a constantly changing market, and fostering collaboration. It focuses on delivering the best technology for personal and professional digital lives, including the rollout of 5G infrastructure and enabling AI adoption across the enterprise. The company serves individual and professional customers in France.",$426 million,"Debt Financing round on May 7, 2021 for $426 million",Bouygues Developpement
Nicolas,PINSON,,Amundi,Public,https://www.linkedin.com/in/nicolas-pinson-299213a,"Nicolas Pinson works at Amundi, involved in strategic roles related to Data Management Solutions and Data-as-a-Service, focusing on helping clients solve data issues and prepare for future challenges including AI integration. He shares insights on investment trends and regulatory impacts in finance, indicating a role connected to data and client engagement within asset management.",https://www.amundi.com,"Amundi is Europe's leading asset manager and one of the top 10 global players, managing over €2.3 trillion in assets. Founded in 2010 from the merger of Crédit Agricole and Société Générale's asset management activities, it offers a wide range of investment solutions including active and passive management, real and alternative assets, serving retail, institutional, and corporate clients worldwide.","Amundi aims to provide responsible, innovative, and tailored investment solutions to over 200 million clients globally. It focuses on expanding its asset management capabilities, including digital and tokenized investment solutions, to meet evolving client needs and regulatory environments. The company serves retail investors, institutional investors, and corporate clients, striving to lead in sustainable and technology-driven asset management.",Public company,,"Crédit Agricole (majority shareholder), Société Générale (minority shareholder)"
Ivana,Slović,,Delta Holding,Tier 3,https://www.linkedin.com/in/ivana-slovic/,"Ivana Slović is the Head of AI at Delta Holding, a role she was appointed to in 2026. She previously worked at M&I Systems Group and has a background in economics, statistics, and quantitative finance.",https://deltaholding.rs/en/,"Delta Holding is a Serbian holding company headquartered in Belgrade, with interests in agribusiness, real estate development, food processing, wholesale distribution, and automobiles. It employs around 3,600 people and has 55 subsidiary companies across four divisions.","Delta Holding is building and working toward digital transformation through AI integration across all business functions, with a focus on creating an AI-ready organization. It serves its own employees, business partners, and the broader community through sustainable and innovative projects.",Unknown,,
Eva,Schwarzova,,CETIN,Tier 3,https://www.linkedin.com/in/eva-schwarzová-8006551a8,"Eva Schwarzová is a specialist involved in project management and digital transformation initiatives at CETIN. She has contributed to workshops and discussions on AI and automation within the company, supporting CETIN's digital innovation efforts.",https://www.cetin.eu/,"CETIN is a Czech telecommunications company operating the largest telecommunications network in Czechia, covering 99.6% of the population with fixed and mobile technologies including GSM, UMTS, LTE, and 5G. It provides wholesale infrastructure services and international transit, and is part of the PPF Group.","CETIN is focused on expanding and modernizing its telecommunications infrastructure, including accelerating fiber-optic network construction and rolling out 5G mobile networks. The company aims to provide sustainable, high-speed connectivity to individuals, businesses, and communities across Czechia, supporting digital transformation and economic development.","Private company, part of PPF Group, with a private equity funding round in November 2021 involving investor GIC.","Private equity round, November 18, 2021, with investor GIC.",GIC
Adrien,Machado,,FIABILA,Tier 3,,,https://www.fiabila.net/,"Fiabila is a French company founded in 1977, specializing in the development, manufacturing, and packaging of nail polish and nail care products. It operates 11 factories across 6 countries and is recognized as the only nail polish supplier in the world with this global production capacity.","Fiabila focuses on delivering innovative, high-quality nail polish and nail care products through its expertise in hybrid and bio-sourced formulations. The company serves over 440 clients, including the largest traditional beauty brands worldwide, and aims to delight and excite nail art consumers through quality, innovation, and sustainability.",Unknown,,Apheon
Julien,Escribe,,ISG,Tier 3,,,,,,,,
David,Konopnicki,,Booking.com,Tier 2,https://www.linkedin.com/in/davidkonop/,David Konopnicki is a professional at Booking.com with experience in leading and shaping the evolution of machine learning and AI within the company since 2020. He is based in Haifa and educated at Technion - Israel Institute of Technology.,https://www.booking.com,"Booking.com is a global digital travel company founded in 1996 and based in Amsterdam, Netherlands. It operates as an online travel agency offering a wide range of accommodations including hotels, homes, and unique places to stay, as well as services like flights, car rentals, and tours. It is part of Booking Holdings Inc.","Booking.com aims to invest in technology to remove friction from travel, connecting millions of travelers to memorable experiences and a variety of transportation options. It serves both individual travelers and business clients worldwide, enabling properties to reach a global audience and grow their businesses. The company focuses on providing a seamless booking experience across multiple languages and a vast selection of accommodations.",$2.42M,"$2.42M Grant round on Nov 11, 2021","VC Travel, Albion Capital Group, Aggregate Media, and 5 others"
Alexandra,Boucher,,Geopost,Tier 3,https://www.linkedin.com/in/alboucher/,"Alexandra Boucher is the Head of Digital Services at Geopost, based in Paris. She has strong experience in new business, digital, and mobile services development for B2C retail, with previous roles at ENGIE Digital, GRDF, and ENGIE. She holds a Master's degree in Marketing & Communication from NEOMA Business School.",https://www.geopost.com/en/,"Geopost is a French multinational logistics company and Europe's largest parcel delivery network, operating in more than 50 countries through a network of expert delivery brands including DPD, Chronopost, SEUR, BRT, Speedy, and Jadlog. It specializes in parcel delivery and commerce solutions, serving both B2B and B2C markets with a focus on e-commerce, digital innovation, and sustainable delivery.","Geopost aims to make commerce more convenient, profitable, and sustainable by expanding home and out-of-home delivery services, temperature-controlled solutions for food and healthcare, and embracing international e-commerce. It is committed to becoming an international reference in sustainable delivery with a roadmap to Net Zero by 2040, serving clients, customers, and communities worldwide.","Geopost has never raised funding; it is owned by La Poste Groupe, a public-owned limited company held by the Caisse des Dépôts et Consignations and the French State.",,"Caisse des Dépôts et Consignations, French State"
François,Ringard,,Finaxy,Tier 3,,,,"Finaxy Group is a French insurance brokerage company founded in 2009 by Éric Berville. It is a multidisciplinary player, expert in specific markets for companies, professionals, and individuals, with approximately 10,000 corporate clients and 150,000 individual clients.",,,,Ardian Expansion
Robert,Schuhmann,,FIS,Tier 0,,,https://www.fisglobal.com/,"FIS (Fidelity National Information Services) is an American financial technology company that provides financial technology solutions for financial institutions, businesses, and developers. It processes approximately 75 billion transactions annually, facilitating the movement of roughly US$9 trillion globally.","FIS is building and working toward advancing financial technology solutions, including AI-driven financial crime detection and digital payments infrastructure. It serves banks, merchants, capital markets firms, asset managers, fintech companies, and governments worldwide.",$10.5B,,
