first_name,last_name,company_title,company_name,funding_tier,linkedin_url,person_info,homepage_url,company_info,company_goals,total_funding,latest_round,key_investors
Mark,Surman,President,Mozilla,Non-profit,https://www.linkedin.com/in/mark-surman-1a2b3c4d/,"Mark Surman is the President of Mozilla, a nonprofit organization focused on building a better internet. He has spent three decades working to improve the internet, from its early days to the rise of artificial intelligence, emphasizing technology that serves people rather than profit. Mark also serves on the boards of Mozilla Foundation, Mozilla Corporation, and other nonprofit tech organizations.",https://www.mozilla.org,"Mozilla is a developer of internet browsers, virtual private networks, and AI safety tools. It operates as a nonprofit organization with a portfolio that includes public benefit companies making Firefox and Thunderbird, a venture fund investing in responsible tech companies, and a global foundation supporting artists, educators, and builders.","Mozilla is building technology that amplifies human agency and serves the public good, focusing on open-source software, trustworthy AI, and a healthy internet that includes all people and promotes civil discourse and collaboration. It serves global communities, companies, and individuals who want an internet built for people, not for profit.",$2.3M,"Seed round of $2M from AOL, Angel round of $300K",AOL
Raphaëlle,d’Ornano,Founder,Decoding Discontinuity,Tier 3,https://www.linkedin.com/in/raphaelle-d-ornano,"Raphaëlle d’Ornano is the Founder and CEO of Decoding Discontinuity and Managing Partner at D’Ornano + Co, a strategic advisory firm. She has a background in finance and law, graduated from ESSEC Business School, and has conducted over 500 due diligence assignments for global investors. She is recognized for her expertise in technology sector analysis, especially around AI and tech disruptions.",https://www.decodingdiscontinuity.com,"Decoding Discontinuity is a research and investment platform that explores AI's transformative impact on business models. It develops proprietary frameworks, such as the Durable Growth Moat methodology, to analyze how companies can adapt to generative and agentic AI disruptions. The platform serves institutional investors and corporate strategists by providing forward-looking analysis of technological discontinuities and their financial implications.","Decoding Discontinuity aims to identify and quantify the impact of generative and agentic AI on business fundamentals, helping investors and companies make high-conviction decisions in an era of AI-driven change. It serves investors, corporate strategists, and technology companies by providing frameworks to assess durable competitive advantages and guide strategic repositioning for an AI-first world.",Unknown,,
Julien,Bek,Partner,Sequoia,Investor,https://uk.linkedin.com/in/julienbek,"Julien Bek is a Partner at Sequoia Capital based in London, with a background from the University of Cambridge. He focuses on supporting founders and has been active in European venture capital, engaging with ambitious startups and contributing thought leadership on software and services.",https://sequoiacap.com/,"Sequoia Capital is an American venture capital firm headquartered in Menlo Park, California, specializing in seed, early, and growth stage investments in private technology companies across sectors like clean tech, consumer internet, crypto, financial services, healthcare, mobile, and robotics. It has a long history of investing in major companies such as Apple, ByteDance, and Cisco.","Sequoia Capital aims to help daring entrepreneurs build legendary companies from idea to IPO and beyond. It focuses on investing in innovative technology companies globally, supporting founders through various stages of growth, and maintaining involvement even after public market debuts. The firm serves startups and growth-stage companies in technology sectors, emphasizing AI and infrastructure investments.","Sequoia Capital is a public venture capital firm with assets under management exceeding $85 billion as of 2026, having raised approximately $7 billion in its latest expansion strategy fund focused on AI and late-stage investments.","The latest fund raised is approximately $7 billion in 2026 for expansion strategy, focusing on AI and late-stage investments in the US and Europe.","Not applicable as Sequoia Capital is a venture capital firm itself, with limited partners including university endowments, charitable foundations, and large institutions."
Philippe,Botteri,Partner,Accel,Investor,https://www.linkedin.com/in/philippebotteri,"Philippe Botteri is a Partner at Accel, having joined in 2008. He previously worked at Bessemer Venture Partners, where he helped build the firm's cloud practice, and started his career at McKinsey. He is from Paris and graduated from Ecole Polytechnique and Ecole des Mines.",https://www.accel.com,"Accel is a global venture capital firm that invests in enterprise software, consumer internet, financial technology, and cybersecurity. It has offices in Palo Alto, San Francisco, London, and India.","Accel is building and investing in next-generation AI infrastructure companies, such as Fractile, and agentic operating systems like ZyG. It serves early-stage startups across Europe and Israel, with a focus on artificial intelligence and computer security.",$5 billion (latest fundraise) - $550 million (6th fund in 2019) - $650 million (2024 fund for Europe),"Series B - $5 billion (2026) - $4 billion for late-stage Leaders Fund, $650 million sidecar fund","Lightspeed Venture Partners, Founders Fund, Factorial Funds, Bessemer Venture Partners, Y Combinator, SV Angel"
Noam,Salinger,CEO and Co-founder,Impala AI,Tier 2,https://www.linkedin.com/company/impala-ai,"Noam Salinger is the CEO and Co-founder of Impala AI, a company he founded with CTO Boaz Touitou. He is a former executive at Granulate, which was acquired by Intel.",https://www.getimpala.ai/,Impala AI is an Israeli startup that develops infrastructure and platform technology for running large language models (LLMs) at enterprise scale with reduced costs. The company provides an orchestration platform and proprietary inference engine designed to scale large language model (LLM) workloads within enterprise environments.,"Impala AI is building an enterprise-grade inference platform that runs large language models (LLMs) inside customers' virtual private clouds (VPCs) to cut inference cost, preserve data control, and scale GPU capacity across clouds and regions. The platform is designed to offer seamless scaling across cloud regions and serves large enterprises seeking cost-effective and efficient AI model deployment and inference services.",$11.0M,Seed round of $11.0M in October 2025,"Viola Ventures, NFX"
Nitzan,Mekel,"VP, Chief AI Officer",eBay,Tier 0,,Nitzan Mekel is the VP and Chief AI Officer at eBay. Specific details about his career background are not available in the provided information.,https://www.ebayinc.com,"eBay is a global online marketplace that connects millions of buyers and sellers, facilitating transactions for a wide range of goods including electronics, clothing, collectibles, and more.","eBay is building and deploying innovative technologies such as Artificial Intelligence and Augmented Reality/Virtual Reality to shape the future of commerce and serve the needs of its users. It serves value-seeking buyers and entrepreneurial sellers, from weekend hobbyists to professional merchants.",$1.2067B,"Post-IPO Debt round, $***** on Jan 22, 2019","Elliott Management, Starboard Value, Maveron, Benchmark"
Nikhil,Benesch,CTO,Turbopuffer,Tier 3,https://www.linkedin.com/in/nikhilbenesch,"Nikhil Benesch is the CTO of Turbopuffer, a company he joined in 2025 after previously serving as CTO of Materialize and having an early engineering role at Cockroach Labs. He has over a decade of experience in database systems and is an active open-source contributor.",https://turbopuffer.com,Turbopuffer is a serverless search engine built on object storage that provides vector and full-text search capabilities. The platform is designed to be 10x-100x cheaper than traditional search solutions with usage-based pricing.,"Turbopuffer is building a fast, scalable, and cost-effective search engine for AI applications, serving large AI companies like Anthropic, Cursor, Notion, and Pylon. The company aims to make every byte searchable by connecting large amounts of unstructured data to AI, handling 4T+ documents and serving 25k+ queries per second.",Undisclosed,"Seed VC - Undisclosed, Dec 19, 2025","Thrive Capital, Lachy Groom"
Leif,Abraham,Co-founder and Co-CEO,Public,Tier 3,https://www.linkedin.com/in/leifabraham,"Leif Abraham is the Co-founder and Co-CEO of Public. He has a background as a Partner at Prehype, co-founder and advisor at Social Payment Systems SPS, and CEO at AND CO. He holds a degree in Marketing: Advertising and Promotion from Design-Factory Int. Hamburg and is also an angel investor with investments in various companies.",https://public.com,"Public is a next-generation investing platform that offers a modern alternative to traditional brokers like Schwab, Fidelity, and Vanguard. It provides AI-powered investment tools including AI agents for complex strategies, custom AI-generated indices, and multi-asset trading across stocks, ETFs, crypto, options, treasuries, and bonds.","Public is building an advanced investing platform focused on sophisticated investors who want to compound real assets. It aims to serve investors seeking innovative AI-driven investment strategies and comprehensive multi-asset trading capabilities, making investing more accessible and technologically advanced.",Unknown,,
Nico,Laqua,CEO & Co-Founder,Corgi,Tier 1,https://www.linkedin.com/in/nico-laqua-302b17233/,"Nico Laqua is the CEO and Co-Founder of Corgi Insurance, a full-stack AI-native insurance carrier based in San Francisco. He previously founded Basket Entertainment, a gaming publisher with 200M monthly active users, and holds a BS in Neuroscience from Columbia University. Laqua co-founded Corgi in 2024 and has a background in AI and startup ecosystems.",https://corgi.com,"Corgi is a San Francisco-based full-stack insurance carrier that provides commercial insurance products specifically tailored for startup and technology companies. It operates as an AI-native company owning the entire insurance stack from underwriting to claims and reinsurance, rather than acting as a broker.","Corgi is building AI-driven insurance infrastructure to simplify and speed up the insurance process for startups and tech companies. It aims to reduce handoffs in insurance, offer faster quoting, and provide modular coverage tailored to the needs of startups. The company serves technology startups and ambitious builders, focusing on making modern insurance more accessible.",$108 million,$108 million raised pre-revenue as of 2025,
Philippe,Mizrahi,CEO & Co-Founder,Linkup,Tier 2,https://fr.linkedin.com/in/philippe-mizrahi,"Philippe Mizrahi is the CEO and Co-Founder of Linkup, a French AI-powered platform offering access to content. He previously worked at Lyft as a Group Product Manager and attended Columbia University.",https://www.linkup.so,"Linkup is an AI-powered platform offering access to content, enabling infrastructure for accessing content, connecting artificial intelligence (AI) to the web, and facilitating international framework compliance across borders.","Linkup is building a web search and retrieval platform for AI products, allowing developers to ground large language models in verified information. It serves AI developers and product teams at companies like McKinsey, SNCF, Cohere, Legora, Polymarket, and Artisan AI.",$13.2M,"Seed round of $10M on February 3, 2026","Gradient, Seedcamp, Axeleo Capital, Motier Ventures"
Phil,Kumin,SVP of Global Sales,Credo,Tier 1,https://www.linkedin.com/in/philkumin,"Phil Kumin is a senior executive in the technology and connectivity space, previously working at Marvell Semiconductor. He is currently serving as SVP of Global Sales at Credo, a company focused on AI data infrastructure connectivity.",https://credosemi.com/,"Credo is a semiconductor company founded in 2008 by Lawrence Cheng and Job Lam, specializing in interconnect solutions for data infrastructure, including Active Electrical Cables (AECs) and optical transceivers for AI and hyperscale networks.","Credo develops high-speed, reliable, and energy-efficient connectivity solutions for AI data centers, cloud computing, and hyperscale networks. The company serves AI infrastructure providers, data center operators, and network equipment manufacturers with products like 800G optical transceivers and copper interconnects.",$108M,,"BlackRock, Walden International"
Parag,Agrawal,Founder,Parallel Web Systems,Tier 1,https://www.linkedin.com/in/parag-agrawal-5a14742a,Parag Agrawal is the founder and CEO of Parallel Web Systems. He previously served as CEO of Twitter (now X) and holds a PhD in Computer Science from Stanford University.,https://parallel.ai,"Parallel Web Systems develops web search and research APIs specifically for AI agents, enabling AI systems to access and process live, accurate web data.","The company is building a new layer of web infrastructure designed for AI agents to search and interact with live, accurate data, serving over 100,000 developers across startups and enterprises, including customers like Clay, Harvey, Notion, Opendoor, banks, and hedge funds.",$230 million,"Series B - $100 million, April 2026","Sequoia Capital, Kleiner Perkins, Index Ventures, Khosla Ventures, First Round Capital, Spark Capital, Terrain Capital"
Michael,Harris,Vice Chairman & Global Head of Capital Markets,NYSE,Public,,"No specific information about Michael Harris, Vice Chairman & Global Head of Capital Markets at NYSE, is available in the provided data.",https://www.nyse.com,"The New York Stock Exchange (NYSE) is the world's largest and most trusted equities exchange, headquartered in the Financial District of Lower Manhattan, New York City. It operates multiple equities markets powered by its proprietary NYSE Pillar trading technology platform, facilitating efficient and transparent trading of stocks and ETFs.","NYSE aims to provide optimal market quality to large corporations and investors by offering a trusted marketplace for buying and selling securities. It serves public companies, investors, and the broader financial community by enabling capital formation and liquidity. The exchange is focused on innovation, maintaining high listing standards, and supporting companies through IPOs and ongoing market activities.","Public company (NYSE is a stock exchange owned by Intercontinental Exchange, a publicly traded company)",,
Katrin,Lehmann,CIO,Mercedes-Benz Group AG,Public,https://de.linkedin.com/in/katrin-lehmann,"Katrin Lehmann is the Chief Information Officer (CIO) and Vice President of IT Sales/Marketing & Home of Tech at Mercedes-Benz AG. She has over 20 years of experience in technology and leadership, with early career roles at SAP AG focused on Master Data Management. She holds a Bachelor's degree in Business Administration and Management from Baden-Wuerttemberg Cooperative State University and further studies at Mannheim Business School.",https://group.mercedes-benz.com/en/,"Mercedes-Benz Group AG is a leading global automotive company headquartered in Stuttgart, Germany. It manufactures and distributes premium and luxury cars and vans under brands such as Mercedes-Benz, Mercedes-AMG, and Mercedes-Maybach. The company also offers commercial vehicles, mobility services, and financial solutions including leasing, financing, and insurance.","Mercedes-Benz Group AG is focused on pioneering automotive engineering with an emphasis on safe, sustainable, and innovative technologies. The company is working toward an all-electric future, investing heavily in electric vehicles and green technologies, while serving a global clientele seeking premium and luxury vehicles and mobility services.",Public company,,
Milin,Desai,CEO,Sentry,Tier 1,https://www.linkedin.com/in/milin-desai-464757/,"Milin Desai is the CEO of Sentry, a developer-first application monitoring platform. He previously held engineering and product roles at Veritas and Riverbed, and joined Sentry from VMware where he helped build out multiple lines of business.",https://sentry.io/,"Sentry is an open-source platform for workflow productivity that helps developers detect, understand, and fix broken code. It provides real-time alerts and context down to the line of code and committer.","Sentry is building an AI-powered debugging tool that helps troubleshoot and fix application errors and performance issues using contextual data. It serves 4 million developers and 150,000 organizations worldwide, helping companies from small businesses to enterprises ensure they're keeping up with customer expectations.",$217 million,"Series E, $90M, May 4, 2022","Accel, New Enterprise Associates, Bond Capital, K5 Global"
Luboslava,Uram,Chief Operating & Technology Officer,Solvd Group,Public,https://www.linkedin.com/in/luboslavauram,"Luboslava Uram is the Chief Operating & Technology Officer at Solvd Group, a subsidiary of Allianz Group. She is an international executive with over 20 years of experience leading technology, operations, and large-scale transformation in regulated environments, including AI-enabled platforms. She has a background in banking and insurance, having worked with organizations such as SAS, Capgemini, and UniCredit, focusing on platform scaling, post-M&A integration, and AI transformation.",https://www.solvd.group,"Solvd Group is a global leader in digital claims and repair management solutions, formed in 2023 through the merger of three leading international companies in the motor repair and claims management industry. It employs over 3,700 experts and offers AI-powered, end-to-end claims and repair management solutions, serving insurance and automotive sectors worldwide. The company is part of Allianz Group but operates independently and market-neutrally.","Solvd Group aims to reduce motor claims and repair settlement handling times to less than one day by providing automated, AI-enhanced, scalable platforms and end-to-end claims management solutions. It serves insurers, automotive companies, and partners globally, focusing on intelligent orchestration of claims processes to improve efficiency, accuracy, and customer satisfaction. The group is expanding its ecosystem to include physical repair services for complex scenarios like large-scale hail damage.",Public company (part of Allianz Group),,Allianz Group
Olivier,Goy,Ambassador,Paris Brain Institute,Tier 2,,"Olivier Goy is an entrepreneur, activist, photographer, and major patron who serves as an Ambassador for the Paris Brain Institute and President of ARSLA. Diagnosed with amyotrophic lateral sclerosis (ALS) in 2020, he actively raises awareness and funds for neurodegenerative research while also directing the financial startup October.",https://parisbraininstitute.org/,"The Paris Brain Institute (Institut du Cerveau) is a world-class scientific and medical research center dedicated to the study of the brain and the discovery of new treatments for nervous system disorders. Located at the Pitié-Salpêtrière Hospital in Paris, it unites patients, clinicians, researchers, and entrepreneurs to advance neuroscience.","The institute is working toward transforming fundamental discoveries in neuroscience into concrete therapeutic solutions and diagnostic markers for patients suffering from neurological and psychiatric diseases. It serves patients, the medical community, and society by accelerating deep tech innovations through its start-up studio and clinical investigation center.",Unknown,"The Brain Fund II, a private equity fund for the benefit of the institute, launched with a target of €30 million, following a first fund that raised €25 million in 2022.","Banque des Territoires, Publicis, Klesia, Engie, Bolloré, JCDecaux, Weinberg Capital Partners"
Neil,Zeghidour,Co-Founder and CEO,Gradium,Tier 2,https://www.linkedin.com/in/neil-zeghidour-a838aaa7,"Neil Zeghidour is the Co-Founder and CEO of Gradium, a French AI voice startup. He previously worked at Meta and Google DeepMind, and is a graduate of the French AI research lab Kyutai, where he helped develop technologies like the Moshi conversational model.",https://gradium.ai,"Gradium develops audio language AI models for ultra-low latency voice interactions, providing real-time speech-to-text, text-to-speech, and voice cloning APIs for developers. The company was founded in September 2025 by ex-Meta and Google DeepMind experts.","Gradium aims to become the technical backbone of global voice technology by delivering natural, expressive, and ultra-low latency voice experiences. It serves developers building voice agents, gaming studios, language platforms, and healthcare innovators, enabling more realistic and responsive AI conversations.",$70.0M,"Seed round of $70.0M on December 2, 2025","FirstMark Capital, Eurazeo, DST Global Partners, Eric Schmidt, Xavier Niel"
Petrina,Anne Steele,Global Lead of Emerging Technologies,Equinix,Public,https://www.linkedin.com/in/petrinasteele,"Petrina Anne Steele is the Global Lead of Emerging Technologies at Equinix, where she focuses on the convergence of AI and quantum computing, data sovereignty, and digital infrastructure innovation. She has been featured in panels and articles discussing the future of data centers, quantum technology, and the role of digital infrastructure in enabling next-generation computing.",https://www.equinix.com,"Equinix is the world's digital infrastructure company, providing data center services, colocation, and network interconnection solutions for businesses, enterprises, and organizations. It operates a global network of International Business Exchange (IBX) and xScale data centers.","Equinix is building and expanding its xScale data centers to meet the growing demand for AI and cloud computing infrastructure, particularly in the U.S. The company works toward advancing digital infrastructure that connects clouds, networks, and SaaS platforms, serving global enterprises, financial institutions, telecommunications carriers, and hyperscale companies.",$175M over 5 rounds (per Tracxn); $15B in new capital for xScale data centers (per VentureBeat); $4.5T total funding (per Crunchbase); $4.2B financing package for acquisition (per Equinix press release),"Grant (prize money) round on Jan 28, 2021 for $*****; $15B in new capital raised in 2026 for xScale data centers","The Carlyle Group, Goldman Sachs, Crosslink Capital, GIC, CPP Investments"
Parimal,Pandya,"Senior Vice President, Global Sales, Cloud",AKAMAI,Public,,"No LinkedIn profile or career background information for Parimal Pandya, Senior Vice President, Global Sales, Cloud at AKAMAI was found in the provided search results.",https://www.akamai.com,"Akamai Technologies, Inc. is a global content delivery network (CDN), cloud services, and cybersecurity company that provides web and internet security services, content delivery, and cloud infrastructure solutions.","Akamai is building and working toward a safer and more connected world by providing a globally distributed edge platform that accelerates application and content delivery, protects online assets from attacks, and enables compute and security functions at the network edge. It serves media, gaming, SaaS, finance, and retail clients worldwide, helping them deliver faster, more reliable, and safer digital experiences.",Public company,,
Monti,Saroya,Senior Managing Director & Co-Head of Flagship Fund,Vista Equity,Investor,https://www.linkedin.com/in/montisaroya,"Monti Saroya is Senior Managing Director and Co-Head of the Vista Flagship Fund at Vista Equity Partners, joining the firm in 2008. He serves on multiple investment and executive committees, co-leads VistaOne, and drives AI initiatives across the platform. Prior to Vista, he worked as a Senior Research Analyst at JMP Securities and held roles at Siebel Systems and Cisco Systems.",https://www.vistaequitypartners.com/,"Vista Equity Partners is a leading global investment firm specializing in enterprise software, data, and technology-enabled companies. Founded in 2000 by Robert F. Smith, it manages a diversified portfolio of over 90 software companies serving millions worldwide, with a focus on private equity and credit strategies.","Vista Equity Partners aims to deliver compelling, consistent returns for institutional partners through private equity and credit strategies. The firm focuses on investing across the software lifecycle, leveraging operational intelligence and AI to drive innovation and value creation for its portfolio companies and investors globally.",Over $20 billion raised for its latest flagship fund in 2024; manages over $100 billion in assets under management (AUM).,"Raised more than $20 billion for its eighth flagship fund in 2024, the largest fund to date.",Not explicitly listed; notable investors include institutional partners and co-investors such as Deutsche Bank and Blackstone in portfolio transactions.
Lionel,Laurent,Columnist,Bloomberg,Tier 2,,"No specific LinkedIn profile or detailed career background information for Lionel Laurent, Columnist at Bloomberg, is available in the provided data.",https://www.bloomberg.com/,"Bloomberg L.P. is a global financial, software, data, and media company founded in 1981. It provides financial software tools, analytics, equity trading platforms, data services, and news to financial companies and organizations worldwide. The company operates the Bloomberg Terminal, a key product delivering real-time financial information to over 350,000 users globally.","Bloomberg aims to deliver accurate, real-time business and market-moving information to empower financial professionals in making critical decisions. It is building advanced technology solutions including AI-driven analytics and integrated communication platforms to serve global financial markets and decision-makers across industries. Bloomberg serves financial professionals, enterprises, governments, and public affairs organizations worldwide.","Bloomberg has raised funding over 30 rounds since 2015, including a recent grant round in December 2023. It has one institutional investor.","Latest funding round was a Grant (prize money) round on December 23, 2023, with one investor participating.",One institutional investor (name not specified)
Robin,Wauters,COO,European Startup Network,Non-profit,https://www.linkedin.com/in/robinwauters/,"Robin Wauters is a seasoned technology and media entrepreneur, former journalist, analyst, keynote speaker, and event curator. He is the COO and board member of the European Startup Network, and previously co-founded and served as CEO of Tech.eu, the premier source of European tech news and market intelligence. He is also an executive advisor at Sirris working on the ScaleUp Flanders scale-up acceleration program and a co-driver of the EU-INC initiative.",https://europeanstartupnetwork.eu/,"The European Startup Network (ESN) is an international non-profit organization that unifies 22 European national startup associations into a common voice for European startups. It represents and connects its members with European policy and decision makers, facilitates advocacy efforts at the European level, and serves as a platform where national startup associations can meet, exchange best practices, and amplify their initiatives across Europe.",ESN aims to foster a startup-friendly ecosystem so that European startups can grow and thrive more successfully in the EU. It works to unify national startup associations to create a common voice for European startups and to support policy makers in implementing best practices that promote entrepreneurship and innovation across the continent.,Unknown,,
Paolo,Guglielmini,Vice President EMEA,NVIDIA,Tier 0,https://www.linkedin.com/in/paolo-guglielmini,"Paolo Guglielmini is a strategic, global and results-driven technology CEO with over 20 years of executive experience. He served as President and Group CEO of Hexagon AB from 2023 to 2025, and previously held leadership roles at Microsoft, CERN, and Accenture.",https://www.nvidia.com/en-us/,"NVIDIA is a pioneer in GPU-accelerated computing, specializing in products and platforms for gaming, professional visualization, data center, and automotive markets. The company designs and manufactures graphics processing units (GPUs) and system-on-a-chip units (SoCs).","NVIDIA engineers the most advanced chips, systems, and software for AI factories of the future. It serves gamers, cloud firms, enterprises, automakers, and researchers by building AI services, data center solutions, and platforms for autonomous vehicles and robotics.",$4.1 billion,"Grant (prize money) round of $5M on May 26, 2023","Sequoia Capital, SoftBank Vision Fund, ARK Investment Management"
Michel,Boutouil,CEO,Polarise,Tier 0,https://realassetlive.com/speakers/michel-boutouil/,"Michel Boutouil is the CEO of Polarise. He has extensive experience in the AI cloud business, having previously been managing director of the cloud division of a publicly listed company where he successfully built up the AI cloud business. At Polarise, he is focused on developing sustainable and sovereign AI factories in Europe for an independent and sustainable future.",https://polarise.eu/,"Polarise is a German company specializing in the development and operation of sustainable, highly efficient AI data centers called AI Factories across Germany and Europe. It offers sovereign AI full stack infrastructure including data center planning, construction, operation, and cloud platforms for GPU-as-a-Service and AI workloads. Polarise is an official NVIDIA Preferred Partner and Cloud Service Provider and partners with Deutsche Telekom for the German Industrial AI Cloud.","Polarise is building sovereign, sustainable AI infrastructure to serve the heavy AI workloads of tomorrow with a focus on resource-saving and environmental responsibility. It aims to provide peak performance AI data centers and cloud services tailored to the AI industry, enabling European businesses and public sector entities to deploy AI applications securely and efficiently. The company serves industrial companies, public sector, and enterprises requiring sovereign AI compute power and compliance with European data residency and privacy standards.",$148 million,"No specific latest round date found, but total funding is $148 million as of 2026, with significant investment from SWI Group and others.","SWI Group, NVIDIA, Deutsche Telekom, Alliance DAO (for related Polarise Protocol)"
Mahdi,Yahya,President,Radiant,Tier 0,https://www.linkedin.com/in/mahdi-yahya-860986136,"Mahdi Yahya is the President of Radiant, a company pioneering in portable nuclear microreactors. He has been involved in strategic discussions and leadership around AI infrastructure and nuclear technology, emphasizing integrated solutions and sovereign AI infrastructure.",https://www.radiantnuclear.com/,"Radiant is a technology company that develops portable nuclear microreactors designed to generate electricity and heat in a compact, factory-built form. It manages design, assembly, fueling, and testing of its reactors with a focus on modular deployment and energy generation without on-site water requirements.","Radiant is building the world's first mass-produced nuclear microreactors, aiming to provide clean, reliable, and portable power solutions. The company serves technology giants, data centers, and industries requiring scalable energy, working toward accelerating the industrialization and commercialization of advanced nuclear energy solutions globally.",$518 million,"Series D, $300 million, December 15, 2025","Draper Associates, Boost VC, Andreessen Horowitz, DCVC, Giant Ventures, Union Square Ventures, Founders Fund, StepStone, Hanwha Asset Management Venture Fund, ARK Venture Fund, Chevron Technology Ventures, Friends & Family Capital"
Kent,Draper,Chief Commercial Officer,IREN,Tier 0,https://www.linkedin.com/in/kent-draper-34902595,"Kent Draper is the Chief Commercial Officer at IREN since April 2023, responsible for IREN's AI Cloud Services business. He has over 19 years of experience in infrastructure banking, corporate advisory, M&A, financing, project development, and asset management, with prior roles at First Solar, RBC, and Macquarie, specializing in data centers, power, and renewables.",https://iren.com/,"IREN Limited operates vertically integrated data centers powered by 100% renewable energy in Australia, Canada, and the US, focusing on Bitcoin mining and AI cloud infrastructure. The company owns and operates computing hardware, electrical infrastructure, and data centers, and is transitioning from primarily Bitcoin mining to AI and HPC workloads.","IREN is building and expanding next-generation AI cloud infrastructure and GPU clusters, aiming to serve AI clients with scalable, renewable-powered compute capacity. It is working toward a 5GW secured power portfolio and expanding its AI cloud services through major contracts with companies like Microsoft and NVIDIA, serving enterprise AI and HPC customers globally.","Approximately $6 billion raised in GPU-specific financing and convertible notes, including a $3.65 billion GPU financing package and a $3.0 billion private offering of convertible senior notes. The company is publicly traded on Nasdaq under the ticker IREN.","$3.65 billion investment-grade GPU financing package and $3.0 billion private offering of 1.00% convertible senior notes due 2033, both in 2026.","Sanctuary Advisors LLC, Centaurus Financial Inc., Miller Wealth Advisors LLC, Global Retirement Partners LLC, SLT Holdings LLC"
Robin,Van Aeken,CEO & Co-Founder,Magentic,Tier 2,https://www.linkedin.com/in/robin-van-aeken,"Robin Van Aeken is the Co-Founder and CEO of Magentic, a company he co-founded in 2024 with Odhran O'Donoghue. Prior to founding Magentic, he served as a Senior Associate at McKinsey & Company, where he worked in management consulting.",https://www.magentic.com/,"Magentic is an AI agent platform designed to optimize global supply chains by autonomously identifying cost savings and compliance risks. Its AI teammates, called 'Mages,' integrate with disparate enterprise systems to detect tariff errors, contract breaches, and supplier compliance issues.","Magentic is building the AI Agent Platform for the world’s supply chains, with its AI teammates hunting down and delivering savings opportunities for global manufacturers and producers. The company aims to expand its platform across more procurement workflows, including contract enforcement, supplier negotiations, and ordering processes.",$6.0M,Seed: $6.0M in July 2025,"Sequoia Capital, First Momentum, Westly Group, Ambridge Capital, Badhouse Ventures, Balderton Capital, DST Global, Index Ventures, Jigsaw VC, Lakestar, Pario Ventures, Playfair Capital, Target Global, TCV"
Larissa,Holzki,AI Lead & Reporter,Handelsblatt,Tier 3,https://www.linkedin.com/in/larissa-holzki,"Larissa Holzki is the AI Team Leader and Senior Reporter at Handelsblatt. She leads the Artificial Intelligence team, curates the TECH by Handelsblatt platform focused on Europe's technological future, and hosts the Handelsblatt Disrupt podcast. She has a background in journalism with prior experience at Süddeutsche Zeitung and studied social sciences and economics.",https://www.handelsblatt.com,"Handelsblatt is Germany's leading business and financial newspaper, providing in-depth coverage of business, finance, and economic policy. It is part of the Handelsblatt Media Group, which also offers various media products including newspapers, magazines, and digital content.","Handelsblatt aims to deliver high-quality, independent business and financial journalism to inform decision-makers and the public. It is building platforms like TECH by Handelsblatt to focus on technological innovation and Europe's tech future, serving business professionals, investors, and policymakers. The company integrates AI deeply into its editorial process to enhance coverage and reader engagement.","Private company, no public funding data available",,
Nina dos Santos,dos Santos,Director,Freuds,Tier 3,https://uk.linkedin.com/in/ninadossantos,"Nina dos Santos is a Director at Freuds. She has a background in communications and has been involved in significant projects and partnerships, including work with high-profile figures and organizations. She is multilingual and has experience in media and storytelling.",https://www.freuds.com/,"Freuds is a full service communications agency that shapes policy, shifts behaviour, and builds culture through strategy, creative, content, events, and crisis management. It has a strong heritage in creativity and connectivity, working globally with C-suite executives, brands, political leaders, and public figures.","Freuds aims to create powerful narratives that define products, causes, and individuals. It works across sectors including film and entertainment, providing bespoke communications strategies to support reputation management, growth, and profile raising. The agency is committed to using business as a force for good and has achieved B Corp certification, focusing on social and environmental impact.","Private company, no public funding data available",,
Raphaël,Marichez,Regional Chief Security Officer,Palo Alto Networks,Tier 0,https://www.linkedin.com/in/raphael-marichez,"Raphaël Marichez is the Regional Chief Security Officer at Palo Alto Networks, responsible for fastening cybersecurity transformation in large companies and public organizations in France and Southern Europe. He previously served as the global Chief Information Security Officer for the French Ministry of Interior and as head of the PM agency managing the federal communication network for all French ministries.",https://www.paloaltonetworks.com/,"Palo Alto Networks is a leading cybersecurity company founded in 2005 by Nir Zuk, Rajiv Batra, and Yuming Mao, providing advanced security solutions including next-generation firewalls, cloud security, and endpoint protection to businesses and organizations worldwide.","The company is building and working toward AI-driven, cloud-based security solutions to protect enterprise, government, and service provider networks from cyber threats. They serve over 70,000 organizations in 150+ countries, including 85 of the Fortune 100, helping them secure their networks, data, and digital assets.",$65.7M,,
