first_name,last_name,job_title,company_name,honorific,bio,photo_url,speaker_id
Mamoon,Hamid,Partner,Kleiner Perkins,,"Mamoon Hamid is a Partner at Kleiner Perkins, where he backs founders building the next generation of transformative technology companies. Over the past two decades, he has been an early investor in and served on the boards of category-defining companies including Figma, Slack, Rippling, Glean, Netskope, and Box. He began his career as an engineer at Xilinx, a Kleiner Perkins-backed company, before moving into venture capital in 2005 at USVP, where he became a Partner. In 2011, he co-founded Social Capital, and in 2017, he joined Kleiner Perkins to lead its next generation. Mamoon grew up in Frankfurt, Germany and moved to the United States to attend Purdue University, earning a BS in Electrical and Computer Engineering. He also holds an MS from Stanford University and an MBA from Harvard Business School.",https://brella-assets.brella.io/uploads/speaker/photo/405231/5c88e02d3a5dc.jpg,405231
Manoj,Nair,Chief Innovation Officer,Snyk,,"As Snyk's Chief Innovation Officer and Chief Marketing Officer, Manoj Nair is spearheading the company's evolution from its leadership in Developer Security towards the future of AI Trust. He leads a dynamic organization of founders, builders, and innovators focused on charting Snyk's next horizons. This involves incubating cutting-edge ideas, forging deep strategic partnerships with key customers and technology collaborators, and identifying transformative opportunities in areas like Generative AI and intelligent agents to accelerate Snyk's growth and deliver exceptional customer value. In parallel Manoj is leading a fully AI native Integrated Marketing organization transforming both the external brand of Snyk and internal functioning of Marketing for an AI Native Era. Previously, Manoj served as Snyk's Chief Product Officer from 2022 to 2024. In this role, he was instrumental in scaling the company for widespread enterprise adoption and driving significant growth for Snyk's Developer Security mission. His leadership was key in ensuring Snyk's platform readiness for deployment within the world's largest and most complex organizations, including a majority of the Fortune 500. Before joining Snyk, Manoj was Chief Cloud Officer at Commvault (NASDAQ- CVLT). There, he incubated and scaled the Metallic SaaS venture, a cloud data protectioninnovator launched in close partnership with Microsoft, achieving $100M ARR within three years. Prior to Commvault, Manoj co-founded and served as CEO of HyperGrid, a Cloud Management Platform company. His earlier career included impactful product leadership roles at Hewlett Packard Enterprise, Dell EMC, and RSA Security. Manoj is also an inventor, holding more than a dozen patents in information management and security.",https://brella-assets.brella.io/uploads/speaker/photo/405171/40274f86aa62d.jpg,405171
Mansour,Karam,Founder & CEO,Aria Networks,,"With 25+ years of experience in networking, Mansour founded and served as CEO of Apstra, a Intent-Based Networking company. Later, he held the role of GVP of Products for the Data Center division at Juniper Networks. He holds a PhD in Electrical Engineering from Stanford University.",https://brella-assets.brella.io/uploads/speaker/photo/408198/2e6500e752ee5.jpg,408198
Maor,Shlomo,Founder and CEO,Base44,,"Maor Shlomo is an accomplished entrepreneur and technology leader who has redefined what a modern tech success story can look like. He is the CEO of Base44, an AI building platform that allows users to create custom, full-stack software applications using natural language. After less than 6 months of founding Base44, he led the company to an acquisition by Wix for $80 million.Before Base44, Maor was the Co-Founder and CTO of Explorium. He helped pioneer innovation in the prepackaged software space, leveraging his deep expertise in data science to drive business impact. Named a Forbes 30 Under 30 honoree, Maor has over a decade of experience at the intersection of data, software, and leadership. He is passionate about emerging technologies and their power to transform industries.",https://brella-assets.brella.io/uploads/speaker/photo/405240/4ec0c51e03233.jpg,405240
Marc,Boroditsky,CRO,Nebius,,"Marc is a tech entrepreneur that for 35+ years has successfully started and scaled software companies from idea to $4B. He’s led teams as CEO, COO, GM, President & CRO and global businesses spanning SMB to major enterprise, with product led, sales led and hybrid models for infrastructure, security and engagement solutions.   Today he leads GTM as CRO of Nebius, a full stack AI infrastructure company. He founded and financed four software companies resulting in successful exits including Passlogix to Oracle (NYSE- ORCL), Whiptail to Cisco (NASDAQ- CSCO) and Authy to Twilio. Marc continues his passion for start-ups and building companies as an outside director for Asana (NYSE- ASAN), OneSpan (NASDAQ- OSPN), and SVT Robotics, and an advisor for Browserstack, Glasswing Ventures and Trustle as well as an active angel investor.  Prior to Nrbius, as President of Revenue at Cloudflare from November 2022 to August 2024 he led the turn around of go to market, reaccelerating sales growth with record setting results. As CRO at Twilio from February 2017 through August 2022, he delivered 10x revenue growth after leading the authentication business from February 2015 to February 2017 following the acquisition of Authy where he was President and COO.",https://brella-assets.brella.io/uploads/speaker/photo/409432/c63fcf8dc7639.jpg,409432
Marcelo,Claure,Founder & CEO,Claure Group,,"Marcelo Claure is a global entrepreneur and investor. He is a Partner and Co-Chairman of Brightstar Capital Partners, a multi-billion investment firm focused on deploying AI to transform businesses.  He also serves as CEO of Claure Group, a multi-billion-dollar investment firm deploying proprietary capital across various sectors, Chairman of Bicycle Capital, Latin America’s leading growth equity fund, Vice Chairman of SHEIN, the world’s largest on-demand e-commerce platform, and Co-Chair of the D^3Institute at Harvard, a global research center providing insights on how to use AI and digital technologies to advance business and society. Claure is also an active board member and the largest independent shareholder of T-Mobile. A passionate football investor, Claure owns Club Bolívar (Bolivia) and co-owns Girona FC (Spain) andNew York City FC (USA) with City Football Group. Previously, he was CEO of SoftBank Group International, where he managed a portfolio of over $450 billion in assets. He also led the turnaround of Sprint as CEO and its landmark merger with T-Mobile, creating the world’s most valuable telecom company. He began his career by founding Brightstar, which under his leadership became the world’s largest wireless distribution and services company before he sold it to SoftBank.",https://brella-assets.brella.io/uploads/speaker/photo/405109/7dbabdfe0bc37.jpg,405109
Marco,Argenti,Chief Information Officer,Goldman Sachs & Co,,"Marco is the firm’s chief information officer. He is a member of the Management Committee, the Firmwide Technology Risk Committee, the Firmwide Client Franchise Committee and the Firmwide Enterprise Risk Committee. Marco joined the firm as a partner in 2019. Prior to joining Goldman Sachs, Marco served as vice president of technology of Amazon Web Services (AWS) since 2013, where he started and ran several AWS businesses, including mobile, serverless computing, Internet of Things, and augmented and virtual reality. Before that, he spent several years at Nokia Corporation, where he was senior vice president and global head of Developer Experience and Marketplace from 2011 to 2013, with responsibility for Nokia’s developer ecosystem and app store across the company’s entire product portfolio. Earlier in his career, Marco was a board member and chief executive officer of internet and mobile company Dada S.p.A., as well as a board member, executive vice president of strategy development and chief technology officer of Canadian e-commerce solutions provider Microforum Inc., where he founded Internet Frontier Inc., an internet publisher and e-commerce retailer. He previously founded and sold Dreamware S.r.l., a software development firm, to Microforum Inc. Marco serves on the Board of Advisors for the Fred Hutchinson Cancer Center and is a board member emeritus of Pancreatic Cancer Action Network. In addition, he is a member of the Board of Trustees of Carnegie Hall. Marco earned a master’s degree in Informatics Engineering from Università di Pisa – Facoltà di Ingegneria and a Professional Engineering qualification in Management Engineering from Politecnico di Milano.",https://brella-assets.brella.io/uploads/speaker/photo/405088/37f9f205c4b5d.jpg,405088
Mark,Hura,President,Oracle,,"Mark Hura is President of Oracle’s Global Field Operations, executing the company’s go-to-market strategy and AI transformation across all industries and customer segments.Mark has more than 25 years of experience leading organizations and developing executive partnerships ranging from cloud-native ISVs and AI startups to the world’s largest enterprises and governments. Most recently, he led North America sales integrating the applications and infrastructure businesses bringing a simpler, unified experience to Oracle customers. Prior to that, he led Oracle’s North America Cloud Infrastructure business. Under his leadership, the organization delivered record growth, deepened customer adoption of Oracle Cloud Infrastructure, and established Oracle as a leading hyperscaler in the market.In previous roles, he led Oracle’s Energy & Water portfolio helping installed-base customers extend the value of their technology investments. Prior to joining Oracle in 2013, Mark was general manager of sales for GE’s Digital Energy business.",https://brella-assets.brella.io/uploads/speaker/photo/405145/5ee2d76f21000.jpg,405145
Mark,Moffat,CEO,IFS,,"Mark is a leading voice in Industrial AI and one of the sector’s most credible technology leaders, recognized for delivering growth and building high‑performance teams that perform at scale.Under his leadership, IFS is setting the pace in Industrial AI, cutting through complexity, applying AI in ways that drive productivity, resilience, and growth in the industries that power the global economy.He is obsessed with delivering high-quality outcomes for customers and IFS. He has created a strong sense of followship amongst the IFS team of 6000+ employees he is responsible for and is passionate about nurturing and empowering diverse and strong talent.Mark joined IFS in 2022 as Chief Customer Officer, where he set bold targets across growth, profitability, and quality. He streamlined the organization, strengthened financial performance, and drove tangible results for customers and strategic partners, laying the foundation for IFS’s next phase of AI-led growth.Prior to IFS, Mark held senior leadership roles at PwC, most recently as Chief Technology Officer and Technology Consulting Leader for PwC’s UK and EMEA Consulting business. He was responsible for the strategy and direction of the technology offering and for building a strong, ecosystem-led growth model. He began his career in finance, qualifying as a Chartered Accountant, and is a member of the ICAEW.Outside of work, Mark spends his time with his wife and three sons, and trains to compete in amateur triathlon. He lives in central London.",https://brella-assets.brella.io/uploads/speaker/photo/411834/622bfd1a395ec.jpg,411834
Mark,Papermaster,Chief Technology Officer & Executive Vice President,AMD,,"Mark Papermaster is Chief Technology Officer and Executive Vice President responsible for Advanced Micro Devices’ (AMD) technical direction and product development. He led the re-design of engineering processes at AMD and the development of the award-winning “Zen” high-performance x86 CPU family, high-performance GPUs and the company’s modular design approach, Infinity Architecture.His 40+ years of engineering experience includes significant leadership roles managing the development of a wide range of products, fro microprocessors to mobile devices and high-performance servers. Before joining AMD in October 2011 as Chief Technology Officer and Senior Vice President, Papermaster was the leader of Cisco’s Silicon Engineering Group, Apple Senior Vice President of Devices Hardware Engineering responsible for iPod and iPhone products and held multiple IBM leadership roles in technology and product development.In October 2025, Papermaster was inducted into the prestigious National Academy of Engineering for leadership in the design and production of complex integrated circuit processors.Papermaster is an active member of several boards and committees, including the Global Semiconductor Alliance Board of Directors, IEEE Industry Advisory Board, The University of Texas at Austin Cockrell School of Engineering Advisory Board, The University of Texas President’s AustinInnovation Board, and Purdue University Semiconductor Degrees Leadership Board.Papermaster received his bachelor’s degree from the University of Texas at Austin and master’s degree from the University of Vermont, both in Electrical Engineering.",https://brella-assets.brella.io/uploads/speaker/photo/405178/19746c7c0f448.jpg,405178
Mark,Porter,Venture Partner,>commit,,"Mark Porter is a technology executive with a career spanning NASA/JPL, Oracle, Amazon Web Services, Grab, MongoDB, and dbt Labs. At AWS  he led Amazon RDS, Aurora, and the Database Migration Service. He went on to serve as CTO of MongoDB and CTO of dbt Labs, and has served  on the boards of GitLab, MongoDB, and other technology companies. He holds a BS in Engineering and Applied Science from Caltech and has  been coding since the age of 11. He has five magnificent children and a soulmate",https://brella-assets.brella.io/uploads/speaker/photo/413472/52de4107dc761.jpg,413472
Mark,Surman,President,Mozilla,,"Mark Surman has spent three decades building a better internet, from the advent of the web to the rise of artificial intelligence.",https://brella-assets.brella.io/uploads/speaker/photo/405203/3757b89dc894f.jpg,405203
María,Ridruejo,AI Solutions Lead,HPE,,"María Ridruejo is the AI Services lead for the WW Advisory and Professional Services AI and data segment at HPE. She leads a global team of solution architects, owns the strategy for HPE AI Services portfolio, and drives the innovation road map that brings new AI capabilities and offerings to enterprise customers around the world. Previously, María served as the technical lead for establishing the AI & Data Global Center of Excellence in Madrid. In this role, she defined the COE’s technical blueprint, implemented best practices across data engineering, AI use case development, and MLOps, and built and mentored the founding teams. With more than 20 years of IT experience across diverse technology domains and every stage of the solution lifecycle, María specializes in operationalizing AI at scale, ensuring responsible and trustworthy AI practices, and delivering measurable business outcomes for global enterprises.",https://brella-assets.brella.io/uploads/speaker/photo/405191/7c68403a8a321.jpg,405191
Mashrur,Haider,"Technical Product Manager, Token Factory",Nebius,,"Mashrur Haider is currently leading Post-training Product at Nebius, Token Factory where he focuses on building and refining AI platform capabilities that help teams post-train, and deploy large language models in production. He works closely with engineering and product teams to translate complex ML workflows into practical dev tools and experiences.",https://brella-assets.brella.io/uploads/speaker/photo/413149/4060497ef8fbf.jpg,413149
Mat,Torgow,"Senior Director, NeoCloud/NCP Partnerships, Sales, and GTM, Americas",NVIDIA,,"Mat Torgow leads the Americas go-to-market team for NVIDIA Cloud Partners (NCPs), enabling ecosystem partners to build and deploy the foundational infrastructure for AI-driven intelligence at scale. During his tenure at NVIDIA, he previously led the Healthcare and Life Sciences and Industrial/Manufacturing industry verticals before building the company’s Venture Capital Alliance and leading worldwide VC Business Development. Prior to NVIDIA, Mat held various positions at Cisco, working with their largest global customers.",https://brella-assets.brella.io/uploads/speaker/photo/413144/a23bb3fa1d0ea.jpg,413144
Matan,Grinberg,Founder & CEO,Factory,,"Matan Grinberg is Founder & CEO of Factory, an AI company building an autonomous AI platform to optimize the software development lifecycle. Prior to Factory, Matan was a theoretical physicist at UC Berkeley and Princeton University working on string theory.",https://brella-assets.brella.io/uploads/speaker/photo/405139/4debadcd7c445.jpg,405139
Matt,Fitzpatrick,CEO,Invisible Technologies,,"Matt Fitzpatrick is the CEO of Invisible Technologies, leading the company’s mission to make AI work. Since joining as CEO in January 2025, he has raised $100M in capital, expanded R&D to advance Invisible’s core AI software platform, and accelerated AI adoption across industries from sports to consumer and government.Previously, Matt was a Senior Partner at McKinsey, where he led QuantumBlack Labs, the firm’s AI R&D and software development arm. He holds degrees from Princeton University and the Wharton School.",https://brella-assets.brella.io/uploads/speaker/photo/411114/c02e7efa1400e.jpg,411114
Matt,Miller,Founder & Managing Partner,Evantic Capital,,"Matt Miller is the Founder & Managing Partner of Evantic Capital, a globally focused venture firm based in London. Evantic aims to invest in and partner with the best rising AI companies in the world. It does so by aligning founders with exceptional talent through its community of 150 Legends. Evantic's investments include Eleven Labs, Fireworks, Harvey, Listen Labs, Lovable, n8n, Profound, Serval and Synthesia.Before launching Evantic, Matt spent 13 years as a Partner at Sequoia Capital, where he founded and co-led Sequoia’s European office in London. Before moving to London in 2021, Matt spent 14 years in Silicon Valley at Sequoia and Goldman Sachs TMT Investment Banking Group.Matt speaks fluent Swedish, splits his time between London, Silicon Valley and Europe, and considers the BA SFO–LHR route his unofficial home. His side passions include a love for the arts and creativity, such as design, fashion and music.",https://brella-assets.brella.io/uploads/speaker/photo/409695/a84ec1dffcc2b.jpg,409695
Matt,Turck,Partner,FirstMark,,"Matt is a Partner at FirstMark, investing in enterprise software and AI in the US and Europe. He organises Data Driven NYC, hosts the MAD Podcast and publishes the MAD Landscape. Previously he co-founded TripleHop Technologies (an enterprise AI search startup acquired by Oracle), was an Executive at Oracle and helped start Bloomberg Ventures. He can be followed on X at @mattturck.",https://brella-assets.brella.io/uploads/speaker/photo/412710/732512947aeff.jpg,412710
Matthieu,Caillat,Group Technology & AI Officer,AXA,,"Matthieu Caillat holds a Master of Science in Mathematics from ENSTA ParisTech and a Master’s degree in Economics & Geopolitics from Sciences Po Paris Graduate School. Matthieu started his career 22 years ago in AXA’s division dedicated to Large Commercial Risks, AXA Corporate Solutions (AXA CS). After launching AXA’s Space activity in 2008 and heading AXA CS in the UK until 2015, Matthieu spent 3 years heading AXA CS in France while acting as Deputy Chief Underwriting Officer for AXA CS globally. When AXA acquired XL Catlin in 2018, Matthieu joint the Leadership Team of the newly created AXAXL company as Chief Operating Officer, covering IT, Data & AI, Innovation as well as Operations and Transformation. Since December 1st, 2025, Matthieu has been Group Chief Technology & AI Officer, CEO of AXA Group Operations and has joined AXA’s Management Committee.",https://brella-assets.brella.io/uploads/speaker/photo/405105/59f8565565a8d.jpg,405105
Max,Cook,Sector Head,Coatue Management,,"Max Cook is a Sector Head at Coatue Management leading investing in Energy & Industrials as well as AI, Cloud, and Software. He is based in the New York Office. Previously he worked at Advent International and Bain & Company. Max graduated from Yale College with a B.A. in Global Affairs and History.",https://brella-assets.brella.io/uploads/speaker/photo/411607/88f6ba31e3ea8.jpg,411607
Max,Junestrand,CEO and Co-Founder,Legora,,"Max Junestrand is the CEO and co-founder of Legora – the AI workspace for legal professionals, serving over 600 customers across 50 markets. Backed by leading investors including Bessemer Venture Partners, ICONIQ, General Catalyst, Benchmark, Redpoint Ventures, and Y Combinator, and supported by a world-class team of engineers and lawyers, Max is driving a new era of collaborative AI in the legal industry.",https://brella-assets.brella.io/uploads/speaker/photo/405149/2ad9a8d029b55.jpg,405149
May,Habib,CEO and Co-founder,Writer,,"May Habib is the CEO and co-founder of WRITER, the leading agentic AI platform for the enterprise. Under May’s visionary leadership, WRITER has become a global enterprise AI powerhouse, transforming work at hundreds of pre-eminent organizations, including Accenture, Prudential, Vanguard, Mars, and Uber, and earning recognition as a World Economic Forum Unicorn, Forbes AI 50 company, and CNBC Disruptor. A Harvard graduate with high honors in Economics, May is an expert in natural language processing and AI-driven language generation. She is a World Economic Forum Young Global Leader, a Fellow of the Aspen Global Leadership Network, an Inc. Female Founder Award recipient, and one of Worth’s Groundbreaking Women for 2025.",https://brella-assets.brella.io/uploads/speaker/photo/405140/26f97670f9e8b.jpg,405140
Meghan,McKenna,Founder and CEO,Female in Finance Collective (FIF),,"Meghan McKenna is the Founder and CEO of the Female in Finance Collective (FIF), a high-impact, invite-only network uniting senior women across finance, technology, and venture capital. What began in June 2023 as a career placeholder between banking roles quickly evolved into a leading platform for professional advancement under McKenna’s leadership—connecting thousands of senior women to executive hiring opportunities, board placements, speaking engagements, and strategic relationships.With nearly two decades of experience at institutions including J.P. Morgan, HSBC, and Stifel, McKenna brings deep expertise in capital markets, corporate finance, and the structural barriers women face in the industry. In 2024, she left her executive banking career to lead FIF full-time—doubling down on her mission during a moment of widespread DEI retrenchment. The bet paid off- FIF celebrated its first anniversary on the floor of the New York Stock Exchange and its second at Amazon’s NYC headquarters, growing to more than 2,000 members with a roster of premier partners including Ramp, PwC, CFGI, Rillet, Tabs, and Abacum.McKenna leads with a mission-first ethos, deliberately choosing sustainable, community-driven growth over traditional venture-backed scaling. FIF’s membership model includes a distinctive allyship tier, inviting male members—fathers, brothers, and advocates—to participate meaningfully in advancing women’s leadership. The result is a community that doesn’t just talk about change, but actively builds it.A Bronx native and former Division I athlete, McKenna attributes FIF’s early momentum to discipline, resilience, and an unwavering support system. She is known for creating curated, high-caliber spaces where relationships are built, careers accelerate, and women’s voices are amplified. Equally at home, on stage at a summit, hosting an upscale dinner, or leading a karaoke night, she has earned a reputation as a true “Chief Connections Officer.”McKenna serves on the Advisory Boards of Turbine, Slice Global, Preql, Zenskar, Capitol AI, WalkTru and Panax, among others. Named a Finance Innovator to Follow in 2025 and featured multiple times in Forbes, she is redefining inclusive leadership—one curated room at a time.",https://brella-assets.brella.io/uploads/speaker/photo/411832/d4e829ebd847b.jpg,411832
Michael,Harris,Vice Chairman & Global Head of Capital Markets,NYSE,,"Michael Harris is the Vice Chairman and Global Head of Capital Markets for NYSE Group, a part of Intercontinental Exchange, Inc. (NYSE- ICE). Harris is responsible for attracting the world's leading companies to list on the NYSE, the largest and most liquid trading venue. He leads a global team focused on driving dialogue and building strategic relationships with key stakeholders within the private company ecosystem including founders/CEO’s, venture firms, private equity firms, advisory firms and market makers. Prior to joining the NYSE, Harris spent over four years at Citadel Securities as the Head of Capital Markets and Business Development, where he was responsible for building out corporate relationships and increasing Citadel’s presence with financial sponsors, VCs, corporate clients and equity advisors. Earlier in his career, Harris served as Deputy Chief Investment Officer at the U.S. Treasury where he helped wind down remaining TARP investments. In addition, he served in a variety of senior investment banking and advisory roles at UBS and JPMorgan. Harris earned a BA in Economics and a BS in Social Policy from Northwestern University. He currently serves on the board of TriState Capital Bank, an independently chartered banking subsidiary of Raymond James, offering commercial, industrial and private banking solutions.",https://brella-assets.brella.io/uploads/speaker/photo/408195/623d2cf684a07.jpg,408195
Michael,Hurlston,President and CEO,Lumentum,,Michael Hurlston joined Lumentum as President and CEO in 2025.,https://brella-assets.brella.io/uploads/speaker/photo/405146/d6da0c3005f73.jpg,405146
Michael,Koch,CEO & Co-Founder,HubKonnect,,"Michael Koch is one of the most sought-after minds in Artificial Intelligence and the creator behind the next evolution of technology Hyperlocal Intelligence.  He is redefining how global brands deploy hyperlocal marketing through Al-powered precision, speed, and scale.A true pioneer of Enterprise Al, Michael has built a career turning bold ideas into high-performance platforms that shape the future. His leadership fuses visionary thinking with elite execution, enabling rapid scale across complex enterprise ecosystems for the top brands in the world.  Michael founded and exited four successful tech companies. His teams have delivered cutting-edge solutions in 79 countries and fueled growth for over hundreds of thousands of locations worldwide.At HubKonnect, Michael is building more than a platform, he's building a new category of AI Hyperlocal Intelligence. Recognized as a top leader in Al, he continues to push the boundaries of what's possible in technology, Al ethics, and global impact.",https://brella-assets.brella.io/uploads/speaker/photo/411059/4773d70d93202.jpg,411059
Michael,Rogers,"Operating Partner at Team8, former Director of the NSA",Team8,,"Admiral Michael S. Rogers is an Operating Partner at Team8, where he advises Cyber businesses.He supports various companies in the private sector, speaking to business groups and working internationally in the cyber and national security arenas.Before joining Team8, Michael spent 37 years serving in the US Navy, where he rose to the rank of four-star admiral. He held positions focused on cyber, intelligence, maritime operations, and maritime security, culminating in a four-year tour as commander of the US Cyber Command and Director of the NSA. His extensive service included duty with the Chairman of the Joint Chiefs of Staff, the Joint Chiefs of Staff, and US Indo-Pacific Command. He commanded at the unit, fleet, and service component levels in the Navy.Admiral Rogers is a graduate of Auburn University. He holds a MS in National Security and is a graduate of the National War College and Naval War College. He is an MIT Seminar XXI fellow and a Harvard Senior Executive in National Security alum.",https://brella-assets.brella.io/uploads/speaker/photo/405192/2d5b433e656cc.jpg,405192
Michel,Boutouil,CEO,Polarise,,"Coming from the financial sector, Michel founded and invested early on in innovative HPC companies, set up new data centers across Europe, and was an early adopter of innovative liquid cooling concepts. As managing director of the cloud division of a publicly listed company, he successfully built up the AI cloud business. Today, Michel brings his extensive experience to his role as CEO of Polarise, where he is developing the first sustainable and sovereign AI factories from Europe and for Europe - for an independent and sustainable future.",https://brella-assets.brella.io/uploads/speaker/photo/405101/b05a1bb0cbfdd.jpg,405101
Michele,Catasta,President & Head of AI,Replit,,"Michele Catasta is President & Head of AI at Replit, where he is shaping the future of software creation through AI agents. In 2024, he architected and led the launch of Replit Agent, which has driven over two orders of magnitude in company revenue growth to date. Previously, he was Head of Applied Research at Google X and Google Labs, focusing on Large Language Models and contributing to the coding capabilities of PaLM and PaLM 2.‍Earlier in his career, Michele was a Research Scientist and Instructor at Stanford University, pioneering the application of Transformer architectures to source code. He earned a Ph.D. in Computer Science from EPFL and held research positions at MIT Media Lab, Google, and Yahoo Labs.‍Beyond his operating roles, Michele is an active angel investor with more than 100 investments in the AI space, and serves (or has served) as an advisor to Bessemer, Coatue, Fellows Fund, and Obvious.",https://brella-assets.brella.io/uploads/speaker/photo/408191/ea9e494a8ca9e.jpg,408191
Mike,Butcher,Founder & Editor,Pathfounders,,"Mike Butcher MBE is Founder and Editor of Pathfounders, the new tech media outlet and podcast which dives deeper into the AI startups revolution. Most recently the long-time Editor-at-large of TechCrunch, he has been named one of the most influential people in European technology. He has interviewed Tony Blair, Lily Cole, Pavel Durov, Jimmy Wales, and many other celebrities. Mike is a regular broadcaster and podcaster; has advised UK Prime Ministers and the Mayor of London on tech startups; and has been a judge on The Apprentice UK. He is a co-founder of the non-profits Techfugees, TechVets, and Startup Coalition. Mike was awarded an M.B.E. by the Queen in 2016 for services to the UK technology industry and journalism.",https://brella-assets.brella.io/uploads/speaker/photo/412088/22a1e7401de5c.jpg,412088
Milin,Desai,CEO,Sentry,,"Milin Desai currently serves as the CEO of Sentry. Used by more than 4 million developers and 150,000 organizations worldwide, Sentry helps every developer detect, understand, and fix broken code, fast. Milin joined Sentry from VMware where he helped build out multiple lines of business from networking (0->1b+) to multi cloud (0->100M+ SAAS). Earlier in his career, he held engineering and product roles at Veritas and Riverbed.",https://brella-assets.brella.io/uploads/speaker/photo/405117/4c7f48bdd0c29.jpg,405117
Mohsen,Moazami,Vice Chairman,DDN,,"Mr. Mohsen Moazami served as a member of the Office of the CEO and President of International at Groq until shortly after the $20 billion transaction with Nvidia, the largest transaction in the history of Nvidia.Prior to this role, he served as the Founder and Managing Partner of Seif Capital, a technology investment and advisory firm based in Silicon Valley.Currently, Mr. Moazami serves as a Senior Advisor to Blackstone and is an Operating Partner at Kestrel Partners in London, which focuses on driving value creation in under-researched, business-critical software companies listed on the UK Stock Exchange.He also served as Chairman of Astrea Acquisition Corp (NASDAQ- ASAX) and continues tonserve as a board member or senior advisor to several venture-backed startups, including X-Energy, Axiom Space, Ethernovia (backed by AMD and Marvell), and others.Mr. Moazami began his career as the Founder and CEO of Stanford Business Systems (acquired by Accenture/KSA). Subsequently, he served a 12-year tenure at Cisco, where he spent his final four years in executive leadership of the Emerging Markets division, overseeing $6 billion in revenue.He later co-founded CNTP, a global multi-stage technology investment firm with $300 million in assets under management (AUM), focusing on cybersecurity, big data analytics, gig economy platforms, and software as a service (SaaS).Notable early-stage investments include Matterport (IPO), DoorDash (IPO), Bina Technologies (acquired by Roche), and Bracket Computing (acquired by VMware).Serving on the board of Global Capacity, a telecommunications company that was successfully revitalized and subsequently acquired by GTT for $150 million.Mr. Moazami holds a master’s degree in mechanical engineering from Stanford University and a Bachelor of Science degree in Engineering Sciences with a minor in Economics from UC San Diego. In recognition of his contributions to the US, he was awarded the Ellis Island Medal of Honor in 2010.",https://brella-assets.brella.io/uploads/speaker/photo/411609/fd84ff688da0f.jpg,411609
Molly,O'Shea,Founder,Sourcery,,"Molly is a high-profile American podcaster based in Los Angeles who has interviewed CEOs like Alex Karp, Vlad Tenev, Palmer Luckey, and Dara Khosrowshahi as part of her newsletter and podcast, Sourcery. She's also venture capitalist.",https://brella-assets.brella.io/uploads/speaker/photo/410268/b2b7e2e50f4e4.jpg,410268
Molly,Presley,CMO,Hammerspace,,"Molly Presley is Chief Marketing Officer at Hammerspace and host of the Data Unchained podcast. She is a technology marketing leader focused on AI infrastructure and modern data platforms, with experience building product marketing organizations, global user communities, and customer advisory boards for leading innovators. Molly founded the Active Archive Alliance, co-authored three books on putting data to work in research, analytics, and AI, and previously served on the board of the Storage Networking Industry Association (SNIA).",https://brella-assets.brella.io/uploads/speaker/photo/405183/7b1e18481073d.jpg,405183
Monti,Saroya,Senior Managing Director & Co-Head of Flagship Fund,Vista Equity,,"Monti Saroya joined Vista Equity Partners in 2008 and is Co-Head of the Vista Flagship Fund and sits on its Investment Committee.Additionally, Monti serves as a member of Vista’s Executive Committee, the firm’s governing and decision-making body for matters affecting its overall management and strategic direction, and Vista’s Private Equity Management Committee, the firm’s decision-making body for matters affecting Vista’s overall private equity platform. Monti is also the Co-Chief Executive Officer of VistaOne, Vista’s evergreen private equity vehicle, and serves on the Investment Committee.He currently sits on the boards of Allvue Systems, Cloud Software Group, Cvent (NASDAQ- CVT), Finastra, Gainsight, iCIMS, Infoblox, Mindbody, Olive, OneAdvanced, Pipedrive, Salesloft, Solera and Xactly and previously sat on the board of PowerSchool (formerly NYSE- PWSC). Monti is also actively involved in the firm’s investments in Jio and Vivid Seats (NASDAQ- SEAT) and was actively involved in the firm’s investments in Apptio, Datto (formerly NYSE- MSP), Marketo, Pluralsight, SumTotal, The ACTIVE Network, Transfirst, Turaz and Zywave.Prior to Vista, Monti worked as a Senior Research Analyst for JMP Securities, where he provided research for buy-side clients on public on-demand (SaaS) companies. Monti previously worked as an Associate for the enterprise software/applications team. Before JMP, Monti worked at Siebel Systems in a sales capacity for the CRM On Demand division. Prior to Siebel, Monti worked for Cisco Systems in various operations roles.",https://brella-assets.brella.io/uploads/speaker/photo/410269/25c0c0d28ee8e.jpg,410269
Nancy,Wang,CTO,1Password,,"Nancy Wang is Chief Technology Officer at 1Password, where she leads technology and product strategy across identity security, security for AI, applied AI, and developer platforms. Previously, she built and scaled foundational infrastructure and security platforms at Google, Rubrik, and AWS, where she founded AWS Data Protection into a multi-billion-dollar business protecting exabytes of enterprise data worldwide. Nancy is a leading voice on the intersection of AI, identity, and security, with a focus on how organizations can safely adopt AI agents by extending identity, access, and governance models beyond humans to autonomous systems. She is also a Venture Partner at Felicis, advising founders building the next generation of infrastructure, security, and AI-native companies.",https://brella-assets.brella.io/uploads/speaker/photo/412721/7aac945baccc9.jpg,412721
